"(PDH-CSV 4.0) (India Standard Time)(-330)","\\LAPTOP-GLP58E12\Processor Information(_Total)\% Processor Time","\\LAPTOP-GLP58E12\Memory\% Committed Bytes In Use"
"06/18/2022 13:04:04.354"," ","36.154319726897945486"
"06/18/2022 13:04:05.354","22.249346788282785781","36.200220565358229408"
"06/18/2022 13:04:06.339","12.955122476445746216","36.212975470398781397"
"06/18/2022 13:04:07.355","3.2456979810177033485","36.210849656772531091"
"06/18/2022 13:04:08.343","3.575308682941658045","36.227464591205929878"
"06/18/2022 13:04:09.346","5.1314036698235980793","36.524994982528731668"
"06/18/2022 13:04:10.357","8.9887564859672970385","36.86585285162223613"
"06/18/2022 13:04:11.357","1.9936360302287070567","36.763366134083682368"
"06/18/2022 13:04:12.343","21.18022439809642421","37.538897534259334066"
"06/18/2022 13:04:13.359","17.304928854233647684","38.843673313698658944"
"06/18/2022 13:04:14.359","23.615004657585679126","38.419740772438174758"
"06/18/2022 13:04:15.358","17.949394262106434184","38.070155852024946341"
"06/18/2022 13:04:16.358","2.5413892607966670489","37.874720580381044499"
"06/18/2022 13:04:17.358","0.36250233440899837234","37.788708935908204012"
"06/18/2022 13:04:18.358","0.54150188889376948964","37.045344486144685447"
"06/18/2022 13:04:19.350","7.2899475216496423258","37.251688548655174316"
"06/18/2022 13:04:20.367","2.6180496317965151754","37.434033243319490225"
"06/18/2022 13:04:21.356","6.4743334141184600838","37.424355195235541771"
"06/18/2022 13:04:22.345","0.80459601495920241021","37.178235998651530281"
"06/18/2022 13:04:23.360","1.9030300344439643467","36.955137140339971324"
"06/18/2022 13:04:24.360","7.5744709204594418139","36.94853592592956204"
"06/18/2022 13:04:25.360","12.091719226392584119","36.924061071342798357"
"06/18/2022 13:04:26.359","7.5923870374421493779","36.985933509884851844"
"06/18/2022 13:04:27.359","1.5613581117540964449","36.982017531288327916"
"06/18/2022 13:04:28.359","0","36.971947885344725648"
"06/18/2022 13:04:29.359","0","36.966325653941908058"
"06/18/2022 13:04:30.359","0.17046242809835021603","36.963808242456011044"
"06/18/2022 13:04:31.358","4.2733312394849125582","36.961206918806119859"
"06/18/2022 13:04:32.358","4.662855348107486364","37.068784408520158991"
"06/18/2022 13:04:33.347","4.8109578902026939318","37.171075338770421581"
"06/18/2022 13:04:34.360","0","37.084476309149636108"
"06/18/2022 13:04:35.357","1.3124850496247231213","37.058323164716902909"
"06/18/2022 13:04:36.356","2.0346630576751789654","37.056029526762671367"
"06/18/2022 13:04:37.344","3.2824272566111423188","37.053512091993709987"
"06/18/2022 13:04:38.358","3.3343274620583840395","37.029764483922569696"
"06/18/2022 13:04:39.345","0","36.975360367674234396"
"06/18/2022 13:04:40.359","0.67058841154153947528","36.91304038206884286"
"06/18/2022 13:04:41.358","0.041543911152919221763","36.91304038206884286"
"06/18/2022 13:04:42.358","0.41490880374276395415","36.91304038206884286"
